label,text_split,neg_or_pos
术语解释,"5 较重急性心肌梗死* 17 严重慢性缩窄性心包炎
6 冠状动脉搭桥术（或称冠状动脉旁路 18 严重川崎病
移植术）* 19 艾森门格综合征
7 心脏瓣膜手术* 20 Brugada综合征
12 专科医生：专科医生应当同时满足以下四项资格条件：（1）具有有效的中华人民共和国《医师资格证书》；（2）具",1
术语解释,"
有有效的中华人民共和国《医师执业证书》，并按期到相关部门登记注册；（3）具有有效的中华人民共和国主治医
师或主治医师以上职称的《医师职称证书》；（4）在国家《医院分级管理标准》二级或二级以上医院的相应科室从
事临床工作三年以上。",1
术语解释,"7 中度重症肌无力 17 中度肠道并发症
8 中度脊髓灰质炎后遗症 18 中度类风湿性关节炎
9 双侧睾丸切除手术 19 腔静脉过滤器植入术
10 双侧卵巢切除手术 20 早期象皮病
2.7 我们所保障 我们提供保障的轻症疾病共40种，名称如下，具体定义见“9.3 轻症疾病定义”。
的轻症疾病 其中",1
术语解释,"标记“*”号的3种轻症疾病为中国保险行业协会制定的《重大疾病保险的疾
列表 病定义使用规范（2020 年修订版）》中列明的疾病，其余为本公司增加的疾病。
以下疾病名称仅供理解使用，具体保障范围以每项疾病具体定义为准。
1 恶性肿瘤——轻度* 20 因肾上腺皮质腺瘤切除肾上腺
2 较轻急性心肌梗死* ",1
术语解释,"21 轻度进行性核上性麻痹
3 轻度脑中风后遗症* 22 轻型再生障碍性贫血
4 原位癌 23 轻度克罗恩病
5 冠状动脉介入手术 24 特定的系统性红斑狼疮
6 激光心肌血运重建术 25 早期系统性硬皮病
7 植入心脏除颤器 26 单个肢体缺失",1
术语解释,"8 原发性肺动脉高压 27 糖尿病导致的单足截除
9 主动脉内手术 28 轻度面部烧伤
——非开胸或开腹手术 29 面部重建手术
10 颈动脉内膜切除术或颈动脉介入术 30 较小面积Ⅲ度烧伤
11 早期原发性心肌病 31 肝功能衰竭
12 深度昏迷48小时 32 视力严重受损——3周岁始赔
13 植",1
术语解释,"入心脏起搏器 33 单眼视力丧失
14 轻度原发性帕金森病 34 角膜移植
15 轻度阿尔茨海默病 35 听力严重受损——3周岁始赔
16 轻度非阿尔茨海默病所致痴呆 36 单耳失聪——3周岁始赔
17 脑垂体瘤、脑囊肿、脑动脉瘤及脑 37 人工耳蜗植入术",1
责任免除,"3.1 责任免除 （一）因下列情形之一导致被保险人发生本合同约定的疾病（包括重大疾病、中症
疾病和轻症疾病）的，我们不承担给付疾病保险金（包括第一次重大疾病保险金、
中症疾病保险金、轻症疾病保险金、重大疾病关爱保险金、重大疾病扩展保险金和
重度恶性肿瘤扩展保险金）和豁免保险费（包括重大疾病豁免保险费",1
责任免除,"、豁免保险费）
的责任：
（1）您对被保险人的故意杀害、故意伤害；
（2）被保险人故意犯罪或者抗拒依法采取的刑事强制措施；
（3）被保险人故意自伤、或自本合同成立或者本合同效力恢复之日起2年内自杀，
但被保险人故意自伤或自杀时为无民事行为能力人的除外；
（4）被保险人服用、吸食或注射毒品13；
（5",1
责任免除,"）被保险人感染艾滋病病毒或患艾滋病14，但本合同另有约定的除外；
（6）遗传性疾病15，先天性畸形、变形或染色体异常16，但本合同另有约定的除外；
（7）被保险人在酒后驾驶17、无合法有效驾驶证驾驶18，或驾驶无合法有效行驶证19
的机动车20期间遭受意外伤害；
13 毒品：指《中华人民共和国刑法》",1
责任免除,"规定的鸦片、海洛因、甲基苯丙胺（冰毒）、吗啡、大麻、可卡因以及国家规定管制
的其他能够使人形成瘾癖的麻醉药品和精神药品，但不包括由医生开具并遵医嘱使用的用于治疗疾病但含有毒品成分
的处方药品。
14 感染艾滋病病毒或患艾滋病：艾滋病病毒指人类免疫缺陷病毒，英文缩写为HIV。艾滋病指人类免疫缺陷病毒引",1
责任免除,"起的
获得性免疫缺陷综合征，英文缩写为 AIDS。在人体血液或其他样本中检测到艾滋病病毒或其抗体呈阳性，没有出现
临床症状或体征的，为感染艾滋病病毒；若同时出现了明显临床症状或体征的，为患艾滋病。
15 遗传性疾病：指生殖细胞或受精卵的遗传物质（染色体和基因）发生突变或畸变所引起的疾病，通常具有由亲",1
责任免除,"代传至
后代的垂直传递的特征。
16 先天性畸形、变形或染色体异常：指被保险人出生时就具有的畸形、变形或染色体异常。先天性畸形、变形和染色体
异常依照世界卫生组织《疾病和有关健康问题的国际统计分类》第十次修订版（ICD-10）确定。
17 酒后驾驶：指经检测或鉴定，发生事故时车辆驾驶人员每百毫升血液",1
责任免除,"中的酒精含量达到或超过一定的标准，公安机关
交通管理部门依据《中华人民共和国道路交通安全法》的规定认定为饮酒后驾驶或醉酒后驾驶。
18 无合法有效驾驶证驾驶：指下列情形之一：（1）没有驾驶证驾驶，或驾驶证已过有效期的；（2）驾驶与驾驶证准驾
车型不相符合的车辆；（3）持审验不合格或未按规定审验的驾驶",1
责任免除,"证驾驶，以及在暂扣、扣留、吊销、注销驾驶证期
间驾驶；（4）持学习驾驶证学习驾车时，无教练员随车指导，或不按指定时间、路线学习驾车；（5）依照法律法规
或公安机关交通管理部门有关规定不允许驾驶的其他情况下驾驶。
19 无合法有效行驶证：指下列情形之一：（1）机动车被依法注销登记的；（2）未依法取得行",1
责任免除,"驶证，违法上道路行驶的；
（3）未依法按时进行或通过机动车安全技术检验的；（4）行驶证已过有效期的。
20 机动车：指以动力装置驱动或者牵引，上道路行驶的供人员乘用或者用于运送物品以及进行工程专项作业的轮式车辆。",1
责任免除,"（8）战争21、军事冲突22、暴乱23或武装叛乱；
（9）核爆炸、核辐射或核污染。
发生上述第（1）项情形导致被保险人发生重大疾病的，本合同终止，我们向被保
险人退还本合同的现金价值；发生上述其他情形导致被保险人发生重大疾病的，本
合同终止，我们向您退还本合同的现金价值。
（二）若您投保本合同基本部",1
责任免除,"分的计划2或计划4，因下列情形之一导致被保险人
身故的，我们不承担给付身故保险金的责任：
（1）您对被保险人的故意杀害、故意伤害；
（2）被保险人故意犯罪或者抗拒依法采取的刑事强制措施；
（3）被保险人自本合同成立或者本合同效力恢复之日起2年内自杀，但被保险人
自杀时为无民事行为能力人的除外；
（4",1
责任免除,"）被保险人服用、吸食或注射毒品；
（5）被保险人在酒后驾驶、无合法有效驾驶证驾驶，或驾驶无合法有效行驶证的
机动车期间遭受意外伤害；
（6）战争、军事冲突、暴乱或武装叛乱；
（7）核爆炸、核辐射或核污染。
发生上述第（1）项情形导致被保险人身故的，本合同终止，我们向投保人之外的
其他权利人24退还本",1
责任免除,"合同的现金价值；发生上述其他情形导致被保险人身故的，本
合同终止，我们向您退还本合同的现金价值。
3.2 其他免责或 除“3.1 责任免除”外，本合同中还有一些免除、减轻本公司责任的条款或与您有
重大利害关 重大利害关系的条款，详见“2.3 等待期”、“2.4 保险责任”、“4.2 宽限期”、
系条",1
责任免除,"款 “4.3 效力中止与恢复”、“5.2 保险事故通知”、“6.1 犹豫期”、“6.2 您解除
合同的手续及风险”、“7.2 保险费的自动垫交”、“7.3 保单贷款”、“8.2 明
确说明与如实告知”、“8.3 年龄性别错误的处理”、“8.6 未还款项”、“8.11 合
同终止”、“9.1重大疾病定",1
责任免除,"义”、“9.2 中症疾病定义”、“9.3 轻症疾病定义”、
“脚注5 意外伤害”、“脚注10 我们认可的医院”、“脚注11 确诊初次患有”、
“脚注 25 利息”、“脚注 28 组织病理学检查”、“脚注 38 六项基本日常生活
活动”中突出显示的内容。",1
投保条款,"保险费的支 本合同的保险费分期支付。
付 分 期 支 付 的 交 费 期 间 为 1 0 年 、 2 0 年 和 3 0 年 三 种 。 分 期 支 付 的 交 费 方式为年交或
我们同意的其他方式。
本合同保险费的交费方式和交费期间由您与我们约定并在保险单上载明。分期支付
保险费的，在支付首期保险",1
